name,imgUrl,price,orderNumber,detail,instructions,expandableName,expandableOrder,expandablePrice
"Z3 - Grundmaschine Z3 mit Hacksatz | Briggs & Stratton Series 450 E, 125 ccm",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Motorhacke-Z3.png,625,1200-15,"Motor: Briggs & Stratton, 1 Zylinder, 4-Takt Motorentyp: Series 450 E Hubraum: 125 ccm Getriebe: Schneckengetriebe im Ölbad Gänge: 1 Vorwärtsgang Kupplung: Keilriemen Holm: seiten-und höhenverstellbar Hackmesserdrehzahl: 128 U/min. Hacksatz Durchm.: 32 cm Hackbreite 50 cm Abweisscheiben: Serienmäßig, Durchm. 21 cm Transportrad: Serienmäßig, werkzeuglos abnehmbar",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-Z3-Motorhacke.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-Z3-Motorhacke-Bedienungsanleitung.pdf,,,
Federrechen,https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Motorhacke-Z3RG-Federrechen.png,210,1154-50,"Motor: Briggs & Stratton, 1 Zylinder, 4-Takt Motorentyp: Series 450 E Hubraum: 125 ccm Getriebe: Schneckengetriebe im Ölbad Gänge: 1 Vorwärtsgang Kupplung: Keilriemen Holm: seiten-und höhenverstellbar Hackmesserdrehzahl: 128 U/min. Hacksatz Durchm.: 32 cm Hackbreite 50 cm Abweisscheiben: Serienmäßig, Durchm. 21 cm Transportrad: Serienmäßig, werkzeuglos abnehmbar",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-Z3-Federrechen.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-Z3-Motorhacke-Bedienungsanleitung.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-Z3-Federrechen-Bedienungsanleitung.pdf,,,
"Z3 - Grundmaschine Z3 mit Hacksatz | Briggs & Stratton Series 450 E, 125 ccm - Federrechen",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Motorhacke-Z3RG-Federrechen.png,625,1200-15,"Motor: Briggs & Stratton, 1 Zylinder, 4-Takt Motorentyp: Series 450 E Hubraum: 125 ccm Getriebe: Schneckengetriebe im Ölbad Gänge: 1 Vorwärtsgang Kupplung: Keilriemen Holm: seiten-und höhenverstellbar Hackmesserdrehzahl: 128 U/min. Hacksatz Durchm.: 32 cm Hackbreite 50 cm Abweisscheiben: Serienmäßig, Durchm. 21 cm Transportrad: Serienmäßig, werkzeuglos abnehmbar",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-Z3-Federrechen.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-Z3-Motorhacke-Bedienungsanleitung.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-Z3-Federrechen-Bedienungsanleitung.pdf,Federrechen,1154-50,210
"Z3RG - Grundmaschine Z3RG mit Hacksatz | Briggs & Stratton 625EXi Series, 150 ccm",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Motorhacke-Z3RG.png,795,1200-30,"Motor: Briggs & Stratton, 1 Zylinder, 4-Takt Motorentyp: 625EXi Series Hubraum: 150 ccm Getriebe: Schneckengetriebe im Ölbad Gänge: 1 Vorwärtsgang, 1 Rückwärtsgang Kupplung: Keilriemen Holm: seiten-und höhenverstellbar Hackmesserdrehzahl: Vorwärts 128 U/min. Rückwärts 63 U/min. Hacksatz Durchm.: 32 cm Hackbreite 50 cm Transportrad: Serienmäßig, werkzeuglos abnehmbar",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-Z3-RG-Motorhacke.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-Z3RG-Motorhacke-Bedienungsanleitung.pdf,,,
Federrechen,https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Motorhacke-Z3RG-Federrechen.png,210,1154-50,"Motor: Briggs & Stratton, 1 Zylinder, 4-Takt Motorentyp: 625EXi Series Hubraum: 150 ccm Getriebe: Schneckengetriebe im Ölbad Gänge: 1 Vorwärtsgang, 1 Rückwärtsgang Kupplung: Keilriemen Holm: seiten-und höhenverstellbar Hackmesserdrehzahl: Vorwärts 128 U/min. Rückwärts 63 U/min. Hacksatz Durchm.: 32 cm Hackbreite 50 cm Transportrad: Serienmäßig, werkzeuglos abnehmbar",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-Z3-RG-Federrechen.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-Z3RG-Motorhacke-Bedienungsanleitung.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-Z3RG-Federrechen-Bedienungsanleitung.pdf,,,
"Z3RG - Grundmaschine Z3RG mit Hacksatz | Briggs & Stratton 625EXi Series, 150 ccm - Federrechen",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Motorhacke-Z3RG-Federrechen.png,795,1200-30,"Motor: Briggs & Stratton, 1 Zylinder, 4-Takt Motorentyp: 625EXi Series Hubraum: 150 ccm Getriebe: Schneckengetriebe im Ölbad Gänge: 1 Vorwärtsgang, 1 Rückwärtsgang Kupplung: Keilriemen Holm: seiten-und höhenverstellbar Hackmesserdrehzahl: Vorwärts 128 U/min. Rückwärts 63 U/min. Hacksatz Durchm.: 32 cm Hackbreite 50 cm Transportrad: Serienmäßig, werkzeuglos abnehmbar",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-Z3-RG-Federrechen.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-Z3RG-Motorhacke-Bedienungsanleitung.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-Z3RG-Federrechen-Bedienungsanleitung.pdf,Federrechen,1154-50,210
"Z8 Labour - Grundmaschine Z8 Labour mit Hacksatz | Briggs & Stratton Series 950, 208 ccm",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Motorhacke-Z8-Labour.png,1485,1300-150,"ausgerüstet mit einem Briggs & Stratton 4-Takt Motor Series 950, mit 208 ccm, OHV Technik 4 Gang Schaltgetriebe mit 2 Vor- und 2 Rückwärtsgängen Durch Umlegen des Antriebskeilriemens sind 2 weitere Vorwärtsgänge möglich Zahnrad-Kettengetriebe im Ölbad laufend Keilriemenkupplung, Knüppelschaltung, Sicherheitsstopeinrichtung Führungsholm werkzeuglos seiten- und höhenverstellbar Hacksatzdrehzahlen bei kleiner Übersetzung: 1V. 23 U/min. 2V. 101 U/min. 1R. 10 U/min. 2R. 39 U/min. großer Übersetzung: 1V. 33 U/min. 2V. 141 U/min. 1R. 10 U/min. 2R. 39 U/min. Fahrgeschwindigkeit mit 5,00-10 AS Bereifung bei kleiner Übersetzung: 1V. 2,1 km/h, 2V. 9,1 km/h, 1R. 0,9 km/h, 2R. 3,5 km/h großer Übersetzung: 1V. 2,9 km/h, 2V. 12,7 km/h, 1R. 0,9 km/h, 2R. 3,5 km/h Hacksatz 58 / 82 cm Hackbreite Inkl. Abweisscheiben, Schutzhaube, Bremssporn, Halter (für Bremssporn und Häufelkörper) Hacksatzdurchm. 32 cm, Abweisscheiben Durchm. 21 cm",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-Z8-Labour-Motorhacke.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-Z8-Labour-Motorhacke-Bedienungsanleitung.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-Z8-Labour-Zusatz-Radgewichte-Bedienungsanleitung.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-Z8-Labour-Frontstuetzrad-Bedienungsanleitung.pdf,,,
Federzinken-Kultivator,https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Motorhacke-Z8Labour-Federzinken-Kultivator.png,1152,1712-22 / 1301-2 / 1331-11 / 1332-15,"ausgerüstet mit einem Briggs & Stratton 4-Takt Motor Series 950, mit 208 ccm, OHV Technik 4 Gang Schaltgetriebe mit 2 Vor- und 2 Rückwärtsgängen Durch Umlegen des Antriebskeilriemens sind 2 weitere Vorwärtsgänge möglich Zahnrad-Kettengetriebe im Ölbad laufend Keilriemenkupplung, Knüppelschaltung, Sicherheitsstopeinrichtung Führungsholm werkzeuglos seiten- und höhenverstellbar Hacksatzdrehzahlen bei kleiner Übersetzung: 1V. 23 U/min. 2V. 101 U/min. 1R. 10 U/min. 2R. 39 U/min. großer Übersetzung: 1V. 33 U/min. 2V. 141 U/min. 1R. 10 U/min. 2R. 39 U/min. Fahrgeschwindigkeit mit 5,00-10 AS Bereifung bei kleiner Übersetzung: 1V. 2,1 km/h, 2V. 9,1 km/h, 1R. 0,9 km/h, 2R. 3,5 km/h großer Übersetzung: 1V. 2,9 km/h, 2V. 12,7 km/h, 1R. 0,9 km/h, 2R. 3,5 km/h Hacksatz 58 / 82 cm Hackbreite Inkl. Abweisscheiben, Schutzhaube, Bremssporn, Halter (für Bremssporn und Häufelkörper) Hacksatzdurchm. 32 cm, Abweisscheiben Durchm. 21 cmFederzinken-Kultivator 35 / 75 cm Arbeitsbreite mit 5 Kultischar-Zinken, tiefenverstellbar - Gewicht 17 kg; Geräteanschlussstück zur Aufnahme diverser Anbaugeräte mit Arbeitstiefenverstellung",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-Z8-Labour-Motorhacke.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-Z8-Labour-Motorhacke-Bedienungsanleitung.pdf,,,
"Z8 Labour - Grundmaschine Z8 Labour mit Hacksatz | Briggs & Stratton Series 950, 208 ccm - Federzinken-Kultivator",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Motorhacke-Z8Labour-Federzinken-Kultivator.png,1485,1300-150,"ausgerüstet mit einem Briggs & Stratton 4-Takt Motor Series 950, mit 208 ccm, OHV Technik 4 Gang Schaltgetriebe mit 2 Vor- und 2 Rückwärtsgängen Durch Umlegen des Antriebskeilriemens sind 2 weitere Vorwärtsgänge möglich Zahnrad-Kettengetriebe im Ölbad laufend Keilriemenkupplung, Knüppelschaltung, Sicherheitsstopeinrichtung Führungsholm werkzeuglos seiten- und höhenverstellbar Hacksatzdrehzahlen bei kleiner Übersetzung: 1V. 23 U/min. 2V. 101 U/min. 1R. 10 U/min. 2R. 39 U/min. großer Übersetzung: 1V. 33 U/min. 2V. 141 U/min. 1R. 10 U/min. 2R. 39 U/min. Fahrgeschwindigkeit mit 5,00-10 AS Bereifung bei kleiner Übersetzung: 1V. 2,1 km/h, 2V. 9,1 km/h, 1R. 0,9 km/h, 2R. 3,5 km/h großer Übersetzung: 1V. 2,9 km/h, 2V. 12,7 km/h, 1R. 0,9 km/h, 2R. 3,5 km/h Hacksatz 58 / 82 cm Hackbreite Inkl. Abweisscheiben, Schutzhaube, Bremssporn, Halter (für Bremssporn und Häufelkörper) Hacksatzdurchm. 32 cm, Abweisscheiben Durchm. 21 cmFederzinken-Kultivator 35 / 75 cm Arbeitsbreite mit 5 Kultischar-Zinken, tiefenverstellbar - Gewicht 17 kg; Geräteanschlussstück zur Aufnahme diverser Anbaugeräte mit Arbeitstiefenverstellung",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-Z8-Labour-Motorhacke.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-Z8-Labour-Motorhacke-Bedienungsanleitung.pdf,Federzinken-Kultivator,1712-22 / 1301-2 / 1331-11 / 1332-15,1152
Kartoffel-Rodepflug,https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Motorhacke-Z8Labour-Kartoffel-Rodelpflug.png,797,1712-23 / 1301-2 / 1331-11 / 1332-15,"ausgerüstet mit einem Briggs & Stratton 4-Takt Motor Series 950, mit 208 ccm, OHV Technik 4 Gang Schaltgetriebe mit 2 Vor- und 2 Rückwärtsgängen Durch Umlegen des Antriebskeilriemens sind 2 weitere Vorwärtsgänge möglich Zahnrad-Kettengetriebe im Ölbad laufend Keilriemenkupplung, Knüppelschaltung, Sicherheitsstopeinrichtung Führungsholm werkzeuglos seiten- und höhenverstellbar Hacksatzdrehzahlen bei kleiner Übersetzung: 1V. 23 U/min. 2V. 101 U/min. 1R. 10 U/min. 2R. 39 U/min. großer Übersetzung: 1V. 33 U/min. 2V. 141 U/min. 1R. 10 U/min. 2R. 39 U/min. Fahrgeschwindigkeit mit 5,00-10 AS Bereifung bei kleiner Übersetzung: 1V. 2,1 km/h, 2V. 9,1 km/h, 1R. 0,9 km/h, 2R. 3,5 km/h großer Übersetzung: 1V. 2,9 km/h, 2V. 12,7 km/h, 1R. 0,9 km/h, 2R. 3,5 km/h Hacksatz 58 / 82 cm Hackbreite Inkl. Abweisscheiben, Schutzhaube, Bremssporn, Halter (für Bremssporn und Häufelkörper) Hacksatzdurchm. 32 cm, Abweisscheiben Durchm. 21 cmKartoffel-Rodepflug für die schnelle, bequeme Kartoffelernte - Gewicht 10,5 kg; Geräteanschlussstück zur Aufnahme diverser Anbaugeräte mit Arbeitstiefenverstellung",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-Z8-Labour-Motorhacke.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-Z8-Labour-Motorhacke-Bedienungsanleitung.pdf,,,
"Z8 Labour - Grundmaschine Z8 Labour mit Hacksatz | Briggs & Stratton Series 950, 208 ccm - Kartoffel-Rodepflug",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Motorhacke-Z8Labour-Kartoffel-Rodelpflug.png,1485,1300-150,"ausgerüstet mit einem Briggs & Stratton 4-Takt Motor Series 950, mit 208 ccm, OHV Technik 4 Gang Schaltgetriebe mit 2 Vor- und 2 Rückwärtsgängen Durch Umlegen des Antriebskeilriemens sind 2 weitere Vorwärtsgänge möglich Zahnrad-Kettengetriebe im Ölbad laufend Keilriemenkupplung, Knüppelschaltung, Sicherheitsstopeinrichtung Führungsholm werkzeuglos seiten- und höhenverstellbar Hacksatzdrehzahlen bei kleiner Übersetzung: 1V. 23 U/min. 2V. 101 U/min. 1R. 10 U/min. 2R. 39 U/min. großer Übersetzung: 1V. 33 U/min. 2V. 141 U/min. 1R. 10 U/min. 2R. 39 U/min. Fahrgeschwindigkeit mit 5,00-10 AS Bereifung bei kleiner Übersetzung: 1V. 2,1 km/h, 2V. 9,1 km/h, 1R. 0,9 km/h, 2R. 3,5 km/h großer Übersetzung: 1V. 2,9 km/h, 2V. 12,7 km/h, 1R. 0,9 km/h, 2R. 3,5 km/h Hacksatz 58 / 82 cm Hackbreite Inkl. Abweisscheiben, Schutzhaube, Bremssporn, Halter (für Bremssporn und Häufelkörper) Hacksatzdurchm. 32 cm, Abweisscheiben Durchm. 21 cmKartoffel-Rodepflug für die schnelle, bequeme Kartoffelernte - Gewicht 10,5 kg; Geräteanschlussstück zur Aufnahme diverser Anbaugeräte mit Arbeitstiefenverstellung",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-Z8-Labour-Motorhacke.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-Z8-Labour-Motorhacke-Bedienungsanleitung.pdf,Kartoffel-Rodepflug,1712-23 / 1301-2 / 1331-11 / 1332-15,797
Egge,https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Motorhacke-Z8Labour-Egge.png,957,1712-24 / 1301-2 / 1331-11 / 1332-15,"ausgerüstet mit einem Briggs & Stratton 4-Takt Motor Series 950, mit 208 ccm, OHV Technik 4 Gang Schaltgetriebe mit 2 Vor- und 2 Rückwärtsgängen Durch Umlegen des Antriebskeilriemens sind 2 weitere Vorwärtsgänge möglich Zahnrad-Kettengetriebe im Ölbad laufend Keilriemenkupplung, Knüppelschaltung, Sicherheitsstopeinrichtung Führungsholm werkzeuglos seiten- und höhenverstellbar Hacksatzdrehzahlen bei kleiner Übersetzung: 1V. 23 U/min. 2V. 101 U/min. 1R. 10 U/min. 2R. 39 U/min. großer Übersetzung: 1V. 33 U/min. 2V. 141 U/min. 1R. 10 U/min. 2R. 39 U/min. Fahrgeschwindigkeit mit 5,00-10 AS Bereifung bei kleiner Übersetzung: 1V. 2,1 km/h, 2V. 9,1 km/h, 1R. 0,9 km/h, 2R. 3,5 km/h großer Übersetzung: 1V. 2,9 km/h, 2V. 12,7 km/h, 1R. 0,9 km/h, 2R. 3,5 km/h Hacksatz 58 / 82 cm Hackbreite Inkl. Abweisscheiben, Schutzhaube, Bremssporn, Halter (für Bremssporn und Häufelkörper) Hacksatzdurchm. 32 cm, Abweisscheiben Durchm. 21 cmEgge 110 cm Arbeitsbreite mit zwei einzeln aufgehängten Eggenfeldern 24 Eggenzinken, Zinkenabstand 10 cm - Gewicht 10,5 kg; Geräteanschlussstück zur Aufnahme diverser Anbaugeräte mit Arbeitstiefenverstellung",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-Z8-Labour-Motorhacke.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-Z8-Labour-Motorhacke-Bedienungsanleitung.pdf,,,
"Z8 Labour - Grundmaschine Z8 Labour mit Hacksatz | Briggs & Stratton Series 950, 208 ccm - Egge",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Motorhacke-Z8Labour-Egge.png,1485,1300-150,"ausgerüstet mit einem Briggs & Stratton 4-Takt Motor Series 950, mit 208 ccm, OHV Technik 4 Gang Schaltgetriebe mit 2 Vor- und 2 Rückwärtsgängen Durch Umlegen des Antriebskeilriemens sind 2 weitere Vorwärtsgänge möglich Zahnrad-Kettengetriebe im Ölbad laufend Keilriemenkupplung, Knüppelschaltung, Sicherheitsstopeinrichtung Führungsholm werkzeuglos seiten- und höhenverstellbar Hacksatzdrehzahlen bei kleiner Übersetzung: 1V. 23 U/min. 2V. 101 U/min. 1R. 10 U/min. 2R. 39 U/min. großer Übersetzung: 1V. 33 U/min. 2V. 141 U/min. 1R. 10 U/min. 2R. 39 U/min. Fahrgeschwindigkeit mit 5,00-10 AS Bereifung bei kleiner Übersetzung: 1V. 2,1 km/h, 2V. 9,1 km/h, 1R. 0,9 km/h, 2R. 3,5 km/h großer Übersetzung: 1V. 2,9 km/h, 2V. 12,7 km/h, 1R. 0,9 km/h, 2R. 3,5 km/h Hacksatz 58 / 82 cm Hackbreite Inkl. Abweisscheiben, Schutzhaube, Bremssporn, Halter (für Bremssporn und Häufelkörper) Hacksatzdurchm. 32 cm, Abweisscheiben Durchm. 21 cmEgge 110 cm Arbeitsbreite mit zwei einzeln aufgehängten Eggenfeldern 24 Eggenzinken, Zinkenabstand 10 cm - Gewicht 10,5 kg; Geräteanschlussstück zur Aufnahme diverser Anbaugeräte mit Arbeitstiefenverstellung",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-Z8-Labour-Motorhacke.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-Z8-Labour-Motorhacke-Bedienungsanleitung.pdf,Egge,1712-24 / 1301-2 / 1331-11 / 1332-15,957
Winkeldrehpflug,https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Motorhacke-Z8Labour-Winkeldrehpflug.png,817,1703-20 / 1301-2 / 1331-11 / 1332-15,"ausgerüstet mit einem Briggs & Stratton 4-Takt Motor Series 950, mit 208 ccm, OHV Technik 4 Gang Schaltgetriebe mit 2 Vor- und 2 Rückwärtsgängen Durch Umlegen des Antriebskeilriemens sind 2 weitere Vorwärtsgänge möglich Zahnrad-Kettengetriebe im Ölbad laufend Keilriemenkupplung, Knüppelschaltung, Sicherheitsstopeinrichtung Führungsholm werkzeuglos seiten- und höhenverstellbar Hacksatzdrehzahlen bei kleiner Übersetzung: 1V. 23 U/min. 2V. 101 U/min. 1R. 10 U/min. 2R. 39 U/min. großer Übersetzung: 1V. 33 U/min. 2V. 141 U/min. 1R. 10 U/min. 2R. 39 U/min. Fahrgeschwindigkeit mit 5,00-10 AS Bereifung bei kleiner Übersetzung: 1V. 2,1 km/h, 2V. 9,1 km/h, 1R. 0,9 km/h, 2R. 3,5 km/h großer Übersetzung: 1V. 2,9 km/h, 2V. 12,7 km/h, 1R. 0,9 km/h, 2R. 3,5 km/h Hacksatz 58 / 82 cm Hackbreite Inkl. Abweisscheiben, Schutzhaube, Bremssporn, Halter (für Bremssporn und Häufelkörper) Hacksatzdurchm. 32 cm, Abweisscheiben Durchm. 21 cmWinkeldrehpflug mit Scharbreite 14 cm, Winkelverstellung mit Pedalverstellung; Geräteanschlussstück zur Aufnahme diverser Anbaugeräte mit Arbeitstiefenverstellung",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-Z8-Labour-Motorhacke.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-Z8-Labour-Motorhacke-Bedienungsanleitung.pdf,,,
"Z8 Labour - Grundmaschine Z8 Labour mit Hacksatz | Briggs & Stratton Series 950, 208 ccm - Winkeldrehpflug",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Motorhacke-Z8Labour-Winkeldrehpflug.png,1485,1300-150,"ausgerüstet mit einem Briggs & Stratton 4-Takt Motor Series 950, mit 208 ccm, OHV Technik 4 Gang Schaltgetriebe mit 2 Vor- und 2 Rückwärtsgängen Durch Umlegen des Antriebskeilriemens sind 2 weitere Vorwärtsgänge möglich Zahnrad-Kettengetriebe im Ölbad laufend Keilriemenkupplung, Knüppelschaltung, Sicherheitsstopeinrichtung Führungsholm werkzeuglos seiten- und höhenverstellbar Hacksatzdrehzahlen bei kleiner Übersetzung: 1V. 23 U/min. 2V. 101 U/min. 1R. 10 U/min. 2R. 39 U/min. großer Übersetzung: 1V. 33 U/min. 2V. 141 U/min. 1R. 10 U/min. 2R. 39 U/min. Fahrgeschwindigkeit mit 5,00-10 AS Bereifung bei kleiner Übersetzung: 1V. 2,1 km/h, 2V. 9,1 km/h, 1R. 0,9 km/h, 2R. 3,5 km/h großer Übersetzung: 1V. 2,9 km/h, 2V. 12,7 km/h, 1R. 0,9 km/h, 2R. 3,5 km/h Hacksatz 58 / 82 cm Hackbreite Inkl. Abweisscheiben, Schutzhaube, Bremssporn, Halter (für Bremssporn und Häufelkörper) Hacksatzdurchm. 32 cm, Abweisscheiben Durchm. 21 cmWinkeldrehpflug mit Scharbreite 14 cm, Winkelverstellung mit Pedalverstellung; Geräteanschlussstück zur Aufnahme diverser Anbaugeräte mit Arbeitstiefenverstellung",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-Z8-Labour-Motorhacke.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-Z8-Labour-Motorhacke-Bedienungsanleitung.pdf,Winkeldrehpflug,1703-20 / 1301-2 / 1331-11 / 1332-15,817
Carry - Motorschubkarre Carry mit Briggs & Stratton 4-Takt Motor,https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Motorschubkarren-CarryBenzinmotor.png,1045,5000-1,"ausgerüstet mit einem Briggs & Stratton 4-Takt Motor Series 450 E, mit 125 ccm Radantrieb über Schneckengetriebe im Ölbad 1 Vorwärtsgang: 3,65 km/h 1 Rückwärtsgang: 2,0 km/h Keilriemenkupplung Differentialartige Radschaltung Durch einfaches Umklappen der Radmitnehmerbügel auf starr oder mit Wendefreilauf Automatische Sicherheitsbremse Durch Loslassen der Fahrhebel wird die Maschine sofort abgebremst Luftbereifte Antriebsräder 13X5,00-6 AS Außenspurbreite: 53 cm Max. Zuladung: 100 kg Max. Zuladung: 75 kg (am Hang) Max. Steigung: 35 % Verzinkte Kippmulde mit ca. 85 Liter Kippmuldenhöhe 57 cm Einfaches Abkippen der Mulde mit dem Handholm Maße: Länge 143,5 cm, Breite 68 cm, Höhe 97 cm",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-Carry-Benzinmotor.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-Carry-Benzin-Motorschubkarre-Bedienungsanleitung.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-Carry-Benzin-Hebevorsatz-Bedienungsanleitung.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-Carry-Benzin-Transportplattform-Bedienungsanleitung.pdf,,,
Carry - Motorschubkarre Carry mit Honda 4-Takt Motor,https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Geraete/Motorschubkarren-CarryBenzinmotor.png,1249,5000-6,"ausgerüstet mit einem Honda 4-Takt Motor Modell GCV 160, mit 160 ccm, OHV Technik Radantrieb über Schneckengetriebe im Ölbad 1 Vorwärtsgang: 3,65 km/h 1 Rückwärtsgang: 2,0 km/h Keilriemenkupplung Differentialartige Radschaltung Durch einfaches Umklappen der Radmitnehmerbügel auf starr oder mit Wendefreilauf Automatische Sicherheitsbremse Durch Loslassen der Fahrhebel wird die Maschine sofort abgebremst Luftbereifte Antriebsräder 13X5,00-6 AS Außenspurbreite: 53 cm Max. Zuladung: 100 kg Max. Zuladung: 75 kg (am Hang) Max. Steigung: 35 % Verzinkte Kippmulde mit ca. 85 Liter Kippmuldenhöhe 57 cm Einfaches Abkippen der Mulde mit dem Handholm Maße: Länge 143,5 cm, Breite 68 cm, Höhe 97 cm",https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Ersatzteillisten/ET-Liste-Carry-Benzinmotor.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-Carry-Benzin-Motorschubkarre-Bedienungsanleitung.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-Carry-Benzin-Hebevorsatz-Bedienungsanleitung.pdf https://www.eurosystems-motorgeraete.de/fileadmin/user_upload/Bedienungsanleitung/eurosystems-Carry-Benzin-Transportplattform-Bedienungsanleitung.pdf,,,
